org_id,final_tsn,final_id,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies
optioservus_fastiditus,114190,optioservus_fastiditus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,optioservus,,optioservus_fastiditus,
optioservus_immunis,114184,optioservus_immunis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,optioservus,,optioservus_immunis,
optioservus_sandersoni,114189,optioservus_sandersoni,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,optioservus,,optioservus_sandersoni,
optioservus_ovalis,114185,optioservus_ovalis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,optioservus,,optioservus_ovalis,
optioservus,114177,optioservus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,optioservus,,,
optioservus_trivittatus,114186,optioservus_trivittatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,optioservus,,optioservus_trivittatus,
orconectes_obscurus,97466,orconectes_obscurus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,eucarida,decapoda,pleocyemata,astacidea,astacoidea,cambaridae,cambarinae,,,orconectes,orconectes_(crockerinus),orconectes_obscurus,
orconectes_propinquus,97473,orconectes_propinquus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,eucarida,decapoda,pleocyemata,astacidea,astacoidea,cambaridae,cambarinae,,,orconectes,orconectes_(crockerinus),orconectes_propinquus,
orconectes_rusticus,97424,orconectes_rusticus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,eucarida,decapoda,pleocyemata,astacidea,astacoidea,cambaridae,cambarinae,,,orconectes,orconectes_(procericambarus),orconectes_rusticus,
orconectes,97421,orconectes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,eucarida,decapoda,pleocyemata,astacidea,astacoidea,cambaridae,cambarinae,,,orconectes,,,
oreogeton,136377,oreogeton,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,empididae,oreogetoninae,,,oreogeton,,,
ormosia,120830,ormosia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,limoniinae,eriopterini,,ormosia,,,
orthocladius,128874,orthocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,,,
orthocladius_luteipes,128874,orthocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,,orthocladius_luteipes,
orthocladius_vaillanti,128874,orthocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,,orthocladius_vaillanti,
orthocladius_rivicola,128927,orthocladius_rivicola,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(euorthocladius),orthocladius_rivicola,
orthocladius_rivulorum,128928,orthocladius_rivulorum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(euorthocladius),orthocladius_rivulorum,
orthocladius_lignicola,128913,orthocladius_lignicola,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(symposiocladius),orthocladius_lignicola,
orthocladius_annectens,128878,orthocladius_annectens,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_annectens,
orthocladius_carlatus,128882,orthocladius_carlatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_carlatus,
orthocladius_curtiseta,128889,orthocladius_curtiseta,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_curtiseta,
orthocladius_dorenus,128898,orthocladius_dorenus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_dorenus,
orthocladius_dubitatus,128901,orthocladius_dubitatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(eudactylocladius),orthocladius_dubitatus,
orthocladius_dentifer,128895,orthocladius_dentifer,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_dentifer,
orthocladius_robacki,128929,orthocladius_robacki,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_robacki,
orthocladius_obumbratus,128923,orthocladius_obumbratus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_obumbratus,
orthocladius_oliveri,128926,orthocladius_oliveri,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_oliveri,
orthocladius_trigonolabis,128934,orthocladius_trigonolabis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,orthocladius,orthocladius_(orthocladius),orthocladius_trigonolabis,
orthotrichia,115828,orthotrichia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydroptiloidea,hydroptilidae,hydroptilinae,orthotrichiini,,orthotrichia,,,
ostrocerca,102622,ostrocerca,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,nemouridae,nemourinae,,,ostrocerca,,,
oulimnius_latiusculus,114245,oulimnius_latiusculus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,oulimnius,,oulimnius_latiusculus,
oulimnius_nitidulus,114246,oulimnius_nitidulus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,oulimnius,,oulimnius_nitidulus,
oulimnius,114244,oulimnius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,oulimnius,,,
oxyethira,115779,oxyethira,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydroptiloidea,hydroptilidae,hydroptilinae,hydroptilini,,oxyethira,,,
pagastia_orthogonia,128402,pagastia_orthogonia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,diamesinae,diamesini,,pagastia,,pagastia_orthogonia,
pagastiella,129561,pagastiella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,pagastiella,,,
palaeagapetus_celsus,115851,palaeagapetus_celsus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydroptiloidea,hydroptilidae,ptilocolepinae,,,palaeagapetus,,palaeagapetus_celsus,
palaeagapetus,115849,palaeagapetus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydroptiloidea,hydroptilidae,ptilocolepinae,,,palaeagapetus,,,
paraboreochlus,127977,paraboreochlus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,podonominae,boreochlini,,paraboreochlus,,,
paracapnia,102804,paracapnia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,capniidae,capniinae,,,paracapnia,,,
parachaetocladius,128951,parachaetocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,parachaetocladius,,,
parachironomus_abortivus,129565,parachironomus_abortivus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,parachironomus,,parachironomus_abortivus,
parachironomus_carinatus,129569,parachironomus_carinatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,parachironomus,,parachironomus_carinatus,
parachironomus_frequens,129579,parachironomus_frequens,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,parachironomus,,parachironomus_frequens,
parachironomus_hirtalatus,129595,parachironomus_hirtalatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,parachironomus,,parachironomus_hirtalatus,
parachironomus_potamogeti,129585,parachironomus_potamogeti,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,parachironomus,,parachironomus_potamogeti,
parachironomus,129564,parachironomus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,parachironomus,,,
paracladopelma_nais,129606,paracladopelma_nais,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paracladopelma,,paracladopelma_nais,
paracladopelma_nereis,129608,paracladopelma_nereis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paracladopelma,,paracladopelma_nereis,
paracladopelma,129597,paracladopelma,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paracladopelma,,,
paracloeodes,100899,paracloeodes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,,paracloeodes,,,
paracricotopus,128962,paracricotopus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,paracricotopus,,,
paragnetina_immarginata,102966,paragnetina_immarginata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,perlinae,perlini,,paragnetina,,paragnetina_immarginata,
paragnetina_media,102968,paragnetina_media,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,perlinae,perlini,,paragnetina,,paragnetina_media,
paragnetina,102962,paragnetina,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,perlinae,perlini,,paragnetina,,,
parakiefferiella_coronata,128974,parakiefferiella_coronata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,parakiefferiella,,parakiefferiella_coronata,
parakiefferiella_triquetra,128968,parakiefferiella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,parakiefferiella,,parakiefferiella_triquetra,
parakiefferiella,128968,parakiefferiella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,parakiefferiella,,,
paralauterborniella_nigrohalterale,129619,paralauterborniella_nigrohalterale,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paralauterborniella,,paralauterborniella_nigrohalterale,
paralauterborniella,129616,paralauterborniella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paralauterborniella,,,
paraleptophlebia_adoptiva,101203,paraleptophlebia_adoptiva,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,paraleptophlebia,,paraleptophlebia_adoptiva,
paraleptophlebia_debilis,101193,paraleptophlebia_debilis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,paraleptophlebia,,paraleptophlebia_debilis,
paraleptophlebia_guttata,101211,paraleptophlebia_guttata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,paraleptophlebia,,paraleptophlebia_guttata,
paraleptophlebia_moerens,101217,paraleptophlebia_moerens,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,paraleptophlebia,,paraleptophlebia_moerens,
paraleptophlebia_mollis,101218,paraleptophlebia_mollis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,paraleptophlebia,,paraleptophlebia_mollis,
paraleptophlebia,101187,paraleptophlebia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,paraleptophlebia,,,
paraleptophlebia_volitans,101199,paraleptophlebia_volitans,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,paraleptophlebia,,paraleptophlebia_volitans,
paralimnophyes,128976,paralimnophyes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,paralimnophyes,,,
paramerina,128207,paramerina,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,,paramerina,,,
parametriocnemus_lundbecki,128982,parametriocnemus_lundbecki,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,parametriocnemus,,parametriocnemus_lundbecki,
parametriocnemus,128978,parametriocnemus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,parametriocnemus,,,
paranais_frici,68865,paranais_frici,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,,paranais,,paranais_frici,
paranais,68862,paranais,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,,paranais,,,
paraphaenocladius,128989,paraphaenocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,paraphaenocladius,,,
parapoynx,117714,parapoynx,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,lepidoptera,,,pyraloidea,crambidae,nymphulinae,nymphulini,,parapoynx,,,
parapsyche_apicalis,115557,parapsyche_apicalis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,arctopsychinae,,,parapsyche,,parapsyche_apicalis,
parapsyche,115556,parapsyche,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,arctopsychinae,,,parapsyche,,,
paratanytarsus_confusus,129935,paratanytarsus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,,paratanytarsus,,paratanytarsus_confusus,
paratanytarsus_dimorphis,129935,paratanytarsus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,,paratanytarsus,,paratanytarsus_dimorphis,
paratanytarsus,129935,paratanytarsus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,,paratanytarsus,,,
paratendipes_albimanus,129624,paratendipes_albimanus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paratendipes,,paratendipes_albimanus,
paratendipes,129623,paratendipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paratendipes,,,
paratendipes_subaequalis,129632,paratendipes_subaequalis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,paratendipes,,paratendipes_subaequalis,
paratrichocladius,129005,paratrichocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,paratrichocladius,,,
parorthocladius,129011,parorthocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,parorthocladius,,,
pedicia,121118,pedicia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,limoniinae,pediciini,,pedicia,,,
peloscolex_ferox,68610,spirosperma_ferox,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,,spirosperma,,spirosperma_ferox,
peloscolex,68588,peloscolex,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,,peloscolex,,,
peltodytes,111923,peltodytes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,,,haliplidae,,,,peltodytes,,,
peltoperla,102489,peltoperla,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,peltoperlidae,peltoperlinae,,,peltoperla,,,
pentaneura_inconspicua,128216,pentaneura_inconspicua,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,,pentaneura,,pentaneura_inconspicua,
pentaneura,128215,pentaneura,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,,pentaneura,,,
pericoma,125514,pericoma,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,psychodomorpha,,psychodidae,psychodinae,,,pericoma,,,
perlesta_placida,103253,perlesta_placida,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,acroneuriinae,acroneuriini,,perlesta,,perlesta_placida,
perlesta,103251,perlesta,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,acroneuriinae,acroneuriini,,perlesta,,,
petrophila,117682,petrophila,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,lepidoptera,,,pyraloidea,crambidae,nymphulinae,argyractini,,petrophila,,,
phaenopsectra_dyari,129640,phaenopsectra_dyari,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,phaenopsectra,,phaenopsectra_dyari,
phaenopsectra_flavipes,129642,phaenopsectra_flavipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,phaenopsectra,,phaenopsectra_flavipes,
phaenopsectra_obediens,129647,phaenopsectra_obediens,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,phaenopsectra,,phaenopsectra_obediens,
phaenopsectra_punctipes,129652,phaenopsectra_punctipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,phaenopsectra,,phaenopsectra_punctipes,
phaenopsectra,129637,phaenopsectra,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,phaenopsectra,,,
phryganea,115892,phryganea,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,phryganeoidea,phryganeidae,phryganeinae,,,phryganea,,,
phylocentropus,115361,phylocentropus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,dipseudopsidae,hyalopsychinae,,,phylocentropus,,,
physella_ancillaria,76701,physella_ancillaria,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,physidae,,,,physella,,physella_ancillaria,
physella_gyrina,76735,physella_gyrina,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,physidae,,,,physella,,physella_gyrina,
physella_heterostropha,76736,physella_heterostropha,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,physidae,,,,physella,,physella_heterostropha,
physella_integra,76738,physella_integra,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,physidae,,,,physella,,physella_integra,
physella,76698,physella,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,physidae,,,,physella,,,
piguetiella_michiganensis,68994,piguetiella_michiganensis,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,,piguetiella,,piguetiella_michiganensis,
piguetiella,68992,piguetiella,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,,piguetiella,,,
pilaria,120335,pilaria,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,limoniinae,hexatomini,,pilaria,,,
pisidium_amnicum,81401,pisidium_amnicum,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,pisidiidae,,,,pisidium,,pisidium_amnicum,
pisidium_casertanum,81405,pisidium_casertanum,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,pisidiidae,,,,pisidium,,pisidium_casertanum,
pisidium_compressum,81406,pisidium_compressum,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,pisidiidae,,,,pisidium,,pisidium_compressum,
