NewID,DATE_bugs,GENSPECIES,INDIV
LGSS-R09,6/30/2015,Microtendipes pedellus gr.,1
LGSS-R09,6/30/2015,Thienemannimyia gr. spp.,10
LGSS-R09,6/30/2015,Ablabesmyia mallochi,3
LGSS-R09,6/30/2015,Procladius sp.,1
LGSS-R09,6/30/2015,Stempellinella sp.,6
LGSS-R09,6/30/2015,Dicrotendipes modestus,3
LGSS-R09,6/30/2015,Tanytarsus sp. D,12
LGSS-R09,6/30/2015,Paratanytarsus sp.,1
LGSS-R09,6/30/2015,Cricotopus sylvestris gr.,1
LGSS-R09,6/30/2015,Rheotanytarsus exiguus gr.,1
LGSS-R09,6/30/2015,Polypedilum aviceps,1
LGSS-R09,6/30/2015,Boyeria sp.,1
LGSS-R09,6/30/2015,Argia sp.,6
LGSS-R09,6/30/2015,Undetermined Pisidiidae,1
LGSS-R09,6/30/2015,Caecidotea sp.,8
LGSS-R09,6/30/2015,Crangonyx sp.,20
LGSS-R09,6/30/2015,Hyalella azteca,23
LGSS-R10,6/30/2015,Callibaetis sp.,1
LGSS-R10,6/30/2015,Simulium sp.,7
LGSS-R10,6/30/2015,Chironomus sp.,1
LGSS-R10,6/30/2015,Polypedilum flavum,4
LGSS-R10,6/30/2015,Polypedilum tritum,1
LGSS-R10,6/30/2015,Tanytarsus curticornis gr.,1
LGSS-R10,6/30/2015,Rheotanytarsus exiguus gr.,1
LGSS-R10,6/30/2015,Thienemannimyia gr. spp.,1
LGSS-R10,6/30/2015,Undetermined Lepidoptera,2
LGSS-R10,6/30/2015,Undetermined Corixidae,1
LGSS-R10,6/30/2015,Undetermined Pleidae,2
LGSS-R10,6/30/2015,Physella sp.,6
LGSS-R10,6/30/2015,Undetermined Planorbidae,21
LGSS-R10,6/30/2015,Undetermined Valvatidae,1
LGSS-R10,6/30/2015,Undetermined Pisidiidae,1
LGSS-R10,6/30/2015,Caecidotea sp.,43
LGSS-R10,6/30/2015,Hyalella azteca,52
LGSS-R10,6/30/2015,Undetermined Cambaridae,1
LGSS-R10,6/30/2015,Undetermined Turbellaria,1
LGSS-R10,6/30/2015,Undetermined Lumbriculidae,4
LGSS-R10,6/30/2015,Ophidonais serpentina,42
LGSS-R10,6/30/2015,Undetermined Hirudinea,7
LGSS-T12,8/13/2015,Ancyronyx variegatus,16
LGSS-T12,8/13/2015,Stenelmis sp.,5
LGSS-T12,8/13/2015,Undetermined Elmidae,1
LGSS-T12,8/13/2015,Chauliodes sp.,1
LGSS-T12,8/13/2015,Dictya sp.,2
LGSS-T12,8/13/2015,Polypedilum aviceps,92
LGSS-T12,8/13/2015,Tribelos sp.,22
LGSS-T12,8/13/2015,Clinotanypus sp.,1
LGSS-T12,8/13/2015,Glyptotendipes sp.,19
LGSS-T12,8/13/2015,Tanytarsus guerlus gr.,2
LGSS-T12,8/13/2015,Polypedilum fallax gr.,1
LGSS-T12,8/13/2015,Undetermined Tanypodinae,6
LGSS-T12,8/13/2015,Procladius sp.,5
LGSS-T12,8/13/2015,Ranatra sp.,5
LGSS-T12,8/13/2015,Boyeria sp.,2
LGSS-T12,8/13/2015,Enallagma sp.,8
LGSS-T12,8/13/2015,Pseudosuccinea columella,1
LGSS-T12,8/13/2015,Physella sp.,3
LGSS-T12,8/13/2015,Helisoma anceps,2
LGSS-T12,8/13/2015,Gammarus fasciatus,12
BLKE-01,8/4/2015,Caenis sp.,3
BLKE-01,8/4/2015,Chimarra obscura,3
BLKE-01,8/4/2015,Cheumatopsyche sp.,1
BLKE-01,8/4/2015,Dubiraphia sp.,2
BLKE-01,8/4/2015,Stenelmis sp.,1
BLKE-01,8/4/2015,Undetermined Coleoptera,1
BLKE-01,8/4/2015,Undetermined Culicidae,1
BLKE-01,8/4/2015,Paratanytarsus sp.,1
BLKE-01,8/4/2015,Clinotanypus sp.,7
BLKE-01,8/4/2015,Polypedilum halterale gr.,7
BLKE-01,8/4/2015,Procladius sp.,5
BLKE-01,8/4/2015,Undetermined Chironominae,1
BLKE-01,8/4/2015,Cryptochironomus sp.,5
BLKE-01,8/4/2015,Undetermined Tanytarsini,3
BLKE-01,8/4/2015,Tanypus sp.,2
BLKE-01,8/4/2015,Cladopelma sp.,6
BLKE-01,8/4/2015,Paralauterborniella sp.,1
BLKE-01,8/4/2015,Tribelos/Endochironomus/Phaenopsectra Co,1
BLKE-01,8/4/2015,Undetermined Chironomidae,1
BLKE-01,8/4/2015,Tanytarsus sp.,7
BLKE-01,8/4/2015,Cryptotendipes sp.,2
BLKE-01,8/4/2015,Enallagma sp.,2
BLKE-01,8/4/2015,Undetermined Corixidae,74
BLKE-01,8/4/2015,Undetermined Physidae,1
BLKE-01,8/4/2015,Ferrissia sp.,2
BLKE-01,8/4/2015,Undetermined Valvatidae,2
BLKE-01,8/4/2015,Gammarus sp.,4
BLKE-01,8/4/2015,Hyalella azteca,1
BLKE-01,8/4/2015,Caecidotea sp.,1
BLKE-01,8/4/2015,Limnodrilus sp.,1
BLKE-01,8/4/2015,Undet. Tubificidae w/ cap. setae,44
BLKE-01,8/4/2015,Undet. Tubificidae w/o cap. setae,6
BUTL-01,7/7/2015,Hydroptila sp.,2
BUTL-01,7/7/2015,Dubiraphia quadrinotata,3
BUTL-01,7/7/2015,Dubiraphia sp.,3
BUTL-01,7/7/2015,Tipula sp.,1
BUTL-01,7/7/2015,Undetermined Culicidae,1
BUTL-01,7/7/2015,Micropsectra/Tanytarsus Complex,4
BUTL-01,7/7/2015,Polypedilum illinoense,36
BUTL-01,7/7/2015,Paratanytarsus sp.,23
BUTL-01,7/7/2015,Tribelos/Endochironomus/Phaenopsectra Co,3
BUTL-01,7/7/2015,Cricotopus/Orthocladius Complex,3
BUTL-01,7/7/2015,Thienemannimyia gr. spp.,2
BUTL-01,7/7/2015,Paratendipes sp.,2
BUTL-01,7/7/2015,Procladius sp.,1
BUTL-01,7/7/2015,Parakiefferiella sp.,1
BUTL-01,7/7/2015,Cryptochironomus sp.,1
BUTL-01,7/7/2015,Cricotopus bicinctus,1
BUTL-01,7/7/2015,Dicrotendipes sp.,25
BUTL-01,7/7/2015,Enallagma sp.,6
BUTL-01,7/7/2015,Undetermined Physidae,30
BUTL-01,7/7/2015,Undetermined Lymnaeidae,2
BUTL-01,7/7/2015,Undetermined Planorbidae,9
BUTL-01,7/7/2015,Ferrissia sp.,1
BUTL-01,7/7/2015,Caecidotea racovitzai,11
BUTL-01,7/7/2015,Gammarus sp.,27
BUTL-01,7/7/2015,Undetermined Turbellaria,4
BUTL-01,7/7/2015,Stylaria lacustris,1
BUTL-01,7/7/2015,Undetermined Naididae,3
BUTL-01,7/7/2015,Undetermined Hirudinea,1
CHMO-10,7/21/2015,Callibaetis sp.,1
CHMO-10,7/21/2015,Caenis sp.,3
CHMO-10,7/21/2015,Polycentropus sp.,2
CHMO-10,7/21/2015,Undetermined Hydroptilidae,2
CHMO-10,7/21/2015,Larsia sp.,3
CHMO-10,7/21/2015,Ablabesmyia sp.,2
CHMO-10,7/21/2015,Polypedilum illinoense,1
CHMO-10,7/21/2015,Undetermined Coenagrionidae,6
CHMO-10,7/21/2015,Undetermined Naucoridae,1
CHMO-10,7/21/2015,Undetermined Physidae,4
CHMO-10,7/21/2015,Undetermined Planorbidae,19
CHMO-10,7/21/2015,Undetermined Valvatidae,160
CHMO-10,7/21/2015,Undetermined Pisidiidae,3
CHMO-10,7/21/2015,Anax sp.,1
CHMO-10,7/21/2015,Gammarus sp.,3
CHMO-10,7/21/2015,Hyalella azteca,35
CHMO-10,7/21/2015,Undetermined Cambaridae,2
CHMO-10,7/21/2015,Undetermined Turbellaria,3
CHMO-10,7/21/2015,Undetermined Hirudinea,1
FISN-01,8/4/2015,Anacaena sp.,1
FISN-01,8/4/2015,Cricotopus sp.,2
FISN-01,8/4/2015,Chironomus sp.,3
FISN-01,8/4/2015,Tanypus sp.,3
FISN-01,8/4/2015,Undetermined Diptera,1
FISN-01,8/4/2015,Dicrotendipes sp.,21
FISN-01,8/4/2015,Cladopelma sp.,1
FISN-01,8/4/2015,Cricotopus/Orthocladius Complex,1
FISN-01,8/4/2015,Tribelos/Endochironomus/Phaenopsectra Co,4
FISN-01,8/4/2015,Undetermined Lepidoptera,1
FISN-01,8/4/2015,Undetermined Corixidae,3
FISN-01,8/4/2015,Undetermined Coenagrionidae,3
FISN-01,8/4/2015,Undetermined Planorbidae,4
FISN-01,8/4/2015,Ferrissia sp.,2
FISN-01,8/4/2015,Caecidotea sp.,6
FISN-01,8/4/2015,Limnodrilus sp.,23
FISN-01,8/4/2015,Undet. Tubificidae w/ cap. setae,5
FISN-01,8/4/2015,Undet. Tubificidae w/o cap. setae,116
FISN-01,8/4/2015,Undetermined Naididae,1
FISN-01,8/4/2015,Undetermined Hirudinea,2
FOMI-00,7/21/2015,Undetermined Tabanidae,1
FOMI-00,7/21/2015,Polypedilum halterale gr.,1
FOMI-00,7/21/2015,Paratendipes sp.,4
FOMI-00,7/21/2015,Paratanytarsus sp.,4
FOMI-00,7/21/2015,Polypedilum illinoense,2
FOMI-00,7/21/2015,Cricotopus/Orthocladius Complex,1
FOMI-00,7/21/2015,Micropsectra/Tanytarsus Complex,4
FOMI-00,7/21/2015,Undetermined Physidae,4
FOMI-00,7/21/2015,Undetermined Pisidiidae,5
FOMI-00,7/21/2015,Gammarus sp.,85
FOMI-00,7/21/2015,Caecidotea sp.,84
FOMI-00,7/21/2015,Undetermined Cambaridae,1
FOMI-00,7/21/2015,Limnodrilus sp.,1
FOMI-00,7/21/2015,Undet. Tubificidae w/o cap. setae,18
FOMI-S-1,7/21/2015,Oecetis sp.,1
FOMI-S-1,7/21/2015,Dubiraphia quadrinotata,8
FOMI-S-1,7/21/2015,Undetermined Tanytarsini,13
FOMI-S-1,7/21/2015,Tanytarsus sp.,15
FOMI-S-1,7/21/2015,Paratanytarsus sp.,9
FOMI-S-1,7/21/2015,Stictochironomus sp.,7
FOMI-S-1,7/21/2015,Microtendipes pedellus gr.,7
FOMI-S-1,7/21/2015,Chironomus sp.,6
FOMI-S-1,7/21/2015,Paratendipes sp.,5
FOMI-S-1,7/21/2015,Polypedilum illinoense,4
FOMI-S-1,7/21/2015,Dicrotendipes sp.,4
FOMI-S-1,7/21/2015,Polypedilum halterale gr.,2
FOMI-S-1,7/21/2015,Undetermined Diptera,1
FOMI-S-1,7/21/2015,Tribelos/Endochironomus/Phaenopsectra Co,1
FOMI-S-1,7/21/2015,Undetermined Coenagrionidae,1
FOMI-S-1,7/21/2015,Undetermined Physidae,2
FOMI-S-1,7/21/2015,Undetermined Lymnaeidae,8
FOMI-S-1,7/21/2015,Undetermined Pisidiidae,1
FOMI-S-1,7/21/2015,Caecidotea sp.,20
FOMI-S-1,7/21/2015,Gammarus sp.,92
FOMI-S-1,7/21/2015,Undetermined Cambaridae,1
FOMI-S-1,7/21/2015,Undet. Tubificidae w/o cap. setae,1
FOMI-S-1,7/21/2015,Undetermined Naididae,1
FOMI-S-1,7/21/2015,Placobdella montifera,2
GHIL-01B,7/21/2015,Procladius sp.,3
GHIL-01B,7/21/2015,Tanytarsus sp.,20
GHIL-01B,7/21/2015,Chironomus sp.,1
GHIL-01B,7/21/2015,Dicrotendipes sp.,4
GHIL-01B,7/21/2015,Microtendipes pedellus gr.,1
GHIL-01B,7/21/2015,Goeldichironomus sp.,1
GHIL-01B,7/21/2015,Undetermined Tanytarsini,4
GHIL-01B,7/21/2015,Undetermined Corixidae,4
GHIL-01B,7/21/2015,Caecidotea sp.,169
GHIL-01B,7/21/2015,Gammarus sp.,63
GHIL-01B,7/21/2015,Undet. Tubificidae w/o cap. setae,1
GHIL-01B,7/21/2015,Undetermined Naididae,1
GHIL-01B,7/21/2015,Undetermined Hirudinea,4
GILL-01,8/4/2015,Caenis sp.,3
GILL-01,8/4/2015,Cheumatopsyche sp.,9
GILL-01,8/4/2015,Hydroptila sp.,1
GILL-01,8/4/2015,Undetermined Hydroptilidae,1
GILL-01,8/4/2015,Dicrotendipes sp.,7
GILL-01,8/4/2015,Cricotopus bicinctus,4
GILL-01,8/4/2015,Cricotopus/Orthocladius Complex,9
GILL-01,8/4/2015,Paratanytarsus sp.,3
GILL-01,8/4/2015,Xenochironomus xenolabis,2
GILL-01,8/4/2015,Tribelos/Endochironomus/Phaenopsectra Co,2
GILL-01,8/4/2015,Parachironomus sp.,2
GILL-01,8/4/2015,Tanytarsus sp.,1
GILL-01,8/4/2015,Cricotopus sp.,1
GILL-01,8/4/2015,Undetermined Pleuroceridae,1
GILL-01,8/4/2015,Undetermined Pisidiidae,15
GILL-01,8/4/2015,Caecidotea sp.,73
GILL-01,8/4/2015,Gammarus sp.,83
GILL-01,8/4/2015,Undetermined Turbellaria,4
GILL-01,8/4/2015,Undetermined Hirudinea,2
GOTC-01,8/4/2015,Cheumatopsyche sp.,13
GOTC-01,8/4/2015,Hydroptila sp.,2
GOTC-01,8/4/2015,Peltodytes sp.,1
GOTC-01,8/4/2015,Simulium sp.,14
GOTC-01,8/4/2015,Pentaneura sp.,1
GOTC-01,8/4/2015,Cricotopus/Orthocladius Complex,1
GOTC-01,8/4/2015,Paratendipes sp.,1
GOTC-01,8/4/2015,Polypedilum illinoense,17
GOTC-01,8/4/2015,Rheotanytarsus sp.,2
GOTC-01,8/4/2015,Thienemanniella sp.,2
GOTC-01,8/4/2015,Polypedilum flavum,4
GOTC-01,8/4/2015,Thienemannimyia gr. spp.,5
GOTC-01,8/4/2015,Undetermined Tanytarsini,6
GOTC-01,8/4/2015,Procladius sp.,7
GOTC-01,8/4/2015,Paratanytarsus sp.,9
GOTC-01,8/4/2015,Cricotopus sp.,2
GOTC-01,8/4/2015,Cryptochironomus sp.,1
GOTC-01,8/4/2015,Calopteryx sp.,1
GOTC-01,8/4/2015,Undetermined Coenagrionidae,1
GOTC-01,8/4/2015,Undetermined Physidae,146
GOTC-01,8/4/2015,Undetermined Pisidiidae,5
GOTC-01,8/4/2015,Caecidotea sp.,1
GOTC-01,8/4/2015,Gammarus sp.,24
GOTC-01,8/4/2015,Undetermined Enchytraeidae,1
GOTC-01,8/4/2015,Undet. Tubificidae w/o cap. setae,2
GOTC-01,8/4/2015,Undetermined Hirudinea,1
GUFF-01,7/21/2015,Callibaetis sp.,4
GUFF-01,7/21/2015,Procloeon sp.,8
GUFF-01,7/21/2015,Caenis sp.,2
GUFF-01,7/21/2015,Peltodytes sp.,1
GUFF-01,7/21/2015,Laccophilus sp.,43
GUFF-01,7/21/2015,Tropisternus sp.,8
GUFF-01,7/21/2015,Dubiraphia sp.,1
GUFF-01,7/21/2015,Chauliodes sp.,1
GUFF-01,7/21/2015,Undetermined Culicidae,7
GUFF-01,7/21/2015,Undetermined Ceratopogonidae,1
GUFF-01,7/21/2015,Cladotanytarsus sp.,1
GUFF-01,7/21/2015,Clinotanypus sp.,1
GUFF-01,7/21/2015,Polypedilum illinoense,1
GUFF-01,7/21/2015,Undetermined Tanytarsini,1
GUFF-01,7/21/2015,Undetermined Corixidae,64
GUFF-01,7/21/2015,Undetermined Coenagrionidae,9
GUFF-01,7/21/2015,Undetermined Hemiptera,5
GUFF-01,7/21/2015,Undetermined Gerridae,2
GUFF-01,7/21/2015,Aeshna sp.,2
GUFF-01,7/21/2015,Helisoma sp.,3
GUFF-01,7/21/2015,Undetermined Planorbidae,7
GUFF-01,7/21/2015,Undetermined Physidae,48
GUFF-01,7/21/2015,Fossaria sp.,4
GUFF-01,7/21/2015,Caecidotea sp.,1
GUFF-01,7/21/2015,Hyalella azteca,20
GUFF-01,7/21/2015,Undetermined Cambaridae,1
GUFF-01,7/21/2015,Limnodrilus sp.,1
GUFF-01,7/21/2015,Undetermined Hirudinea,1
IRON-08,7/22/2015,Cheumatopsyche sp.,1
IRON-08,7/22/2015,Macronychus glabratus,1
IRON-08,7/22/2015,Stenelmis sp.,5
IRON-08,7/22/2015,Paratendipes sp.,4
IRON-08,7/22/2015,Brillia sp.,1
IRON-08,7/22/2015,Parakiefferiella sp.,1
IRON-08,7/22/2015,Polypedilum illinoense,1
IRON-08,7/22/2015,Stictochironomus sp.,1
IRON-08,7/22/2015,Tvetenia vitracies,1
IRON-08,7/22/2015,Chironomus sp.,2
IRON-08,7/22/2015,Cricotopus bicinctus,2
IRON-08,7/22/2015,Polypedilum laetum,3
IRON-08,7/22/2015,Tribelos/Endochironomus/Phaenopsectra Co,9
IRON-08,7/22/2015,Polypedilum scalaenum gr.,12
IRON-08,7/22/2015,Saetheria sp.,12
IRON-08,7/22/2015,Tanytarsus sp.,2
IRON-08,7/22/2015,Caecidotea sp.,8
IRON-08,7/22/2015,Gammarus sp.,9
IRON-08,7/22/2015,Undetermined Enchytraeidae,4
IRON-08,7/22/2015,Limnodrilus sp.,1
IRON-08,7/22/2015,Undet. Tubificidae w/o cap. setae,40
JOHN-00,7/21/2015,Oecetis sp.,12
JOHN-00,7/21/2015,Dubiraphia sp.,9
JOHN-00,7/21/2015,Dubiraphia vittata,7
JOHN-00,7/21/2015,Tanytarsus sp.,25
JOHN-00,7/21/2015,Polypedilum halterale gr.,18
JOHN-00,7/21/2015,Tribelos/Endochironomus/Phaenopsectra Co,4
JOHN-00,7/21/2015,Parachironomus sp.,1
JOHN-00,7/21/2015,Paratendipes sp.,1
JOHN-00,7/21/2015,Stictochironomus sp.,1
JOHN-00,7/21/2015,Cryptochironomus sp.,3
JOHN-00,7/21/2015,Paralauterborniella nigrohalteralis,3
JOHN-00,7/21/2015,Polypedilum illinoense,25
JOHN-00,7/21/2015,Procladius sp.,4
JOHN-00,7/21/2015,Chironomus sp.,5
JOHN-00,7/21/2015,Cricotopus/Orthocladius Complex,8
JOHN-00,7/21/2015,Undetermined Tanytarsini,8
JOHN-00,7/21/2015,Cryptotendipes sp.,18
JOHN-00,7/21/2015,Dicrotendipes sp.,19
JOHN-00,7/21/2015,Paratanytarsus sp.,4
JOHN-00,7/21/2015,Undetermined Coenagrionidae,2
JOHN-00,7/21/2015,Undetermined Corixidae,4
JOHN-00,7/21/2015,Undetermined Physidae,3
JOHN-00,7/21/2015,Undetermined Hydrobiidae,8
JOHN-00,7/21/2015,Valvata tricarinata,6
JOHN-00,7/21/2015,Undetermined Pisidiidae,3
JOHN-00,7/21/2015,Caecidotea sp.,17
JOHN-00,7/21/2015,Gammarus sp.,15
JOHN-00,7/21/2015,Undet. Tubificidae w/o cap. setae,5
JOHN-00,7/21/2015,Undetermined Hirudinea,2
LGSS-03,7/8/2015,Procloeon sp.,1
LGSS-03,7/8/2015,Hydroptila sp.,2
LGSS-03,7/8/2015,Agabus sp.,1
LGSS-03,7/8/2015,Undetermined Hydrophilidae,2
LGSS-03,7/8/2015,Cymbiodyta sp.,1
LGSS-03,7/8/2015,Undetermined Tabanidae,1
LGSS-03,7/8/2015,Bezzia sp.,3
LGSS-03,7/8/2015,Ablabesmyia sp.,3
LGSS-03,7/8/2015,Zavrelimyia sp.,1
LGSS-03,7/8/2015,Natarsia sp.,7
LGSS-03,7/8/2015,Undetermined Tanypodinae,1
LGSS-03,7/8/2015,Micropsectra/Tanytarsus Complex,3
LGSS-03,7/8/2015,Undetermined Lepidoptera,5
LGSS-03,7/8/2015,Undetermined Physidae,15
LGSS-03,7/8/2015,Fossaria sp.,46
LGSS-03,7/8/2015,Undetermined Lymnaeidae,79
LGSS-03,7/8/2015,Undetermined Planorbidae,44
LGSS-03,7/8/2015,Undetermined Pisidiidae,54
LGSS-03,7/8/2015,Crangonyx sp.,12
LGSS-03,7/8/2015,Gammarus sp.,34
LGSS-03,7/8/2015,Undet. Tubificidae w/o cap. setae,6
LGSS-07,7/8/2015,Cloeon sp.,6
LGSS-07,7/8/2015,Bezzia sp.,2
LGSS-07,7/8/2015,Endochironomus subtendens,5
LGSS-07,7/8/2015,Microtendipes pedellus gr.,2
LGSS-07,7/8/2015,Natarsia sp.,2
LGSS-07,7/8/2015,Undetermined Chironomidae,2
LGSS-07,7/8/2015,Glyptotendipes sp.,2
LGSS-07,7/8/2015,Undetermined Orthocladiinae,3
LGSS-07,7/8/2015,Thienemannimyia gr. spp.,2
LGSS-07,7/8/2015,Polypedilum illinoense,5
LGSS-07,7/8/2015,Polypedilum tritum,6
LGSS-07,7/8/2015,Undetermined Tanytarsini,8
LGSS-07,7/8/2015,Tanytarsus sp.,12
LGSS-07,7/8/2015,Dicrotendipes sp.,15
LGSS-07,7/8/2015,Chironomus sp.,66
LGSS-07,7/8/2015,Paratanytarsus sp.,3
LGSS-07,7/8/2015,Corynoneura sp.,2
LGSS-07,7/8/2015,Cricotopus bicinctus,2
LGSS-07,7/8/2015,Undetermined Tanypodinae,2
LGSS-07,7/8/2015,Undetermined Corixidae,9
LGSS-07,7/8/2015,Undetermined Coenagrionidae,1
LGSS-07,7/8/2015,Undetermined Physidae,2
LGSS-07,7/8/2015,Undetermined Lymnaeidae,1
LGSS-07,7/8/2015,Undetermined Pisidiidae,2
LGSS-07,7/8/2015,Caecidotea sp.,37
LGSS-07,7/8/2015,Gammarus sp.,3
LGSS-07,7/8/2015,Hyalella azteca,41
LGSS-07,7/8/2015,Undet. Tubificidae w/o cap. setae,4
LGSS-07,7/8/2015,Undetermined Hirudinea,2
LGSS-09,7/8/2015,Limnephilus sp.,1
LGSS-09,7/8/2015,Undetermined Dytiscidae,1
LGSS-09,7/8/2015,Sialis sp.,2
LGSS-09,7/8/2015,Tipula sp.,1
LGSS-09,7/8/2015,Simulium sp.,14
LGSS-09,7/8/2015,Undetermined Tabanidae,2
LGSS-09,7/8/2015,Parametriocnemus sp.,26
LGSS-09,7/8/2015,Parakiefferiella sp.,1
LGSS-09,7/8/2015,Undetermined Orthocladiinae,1
LGSS-09,7/8/2015,Cricotopus bicinctus,3
LGSS-09,7/8/2015,Paratendipes sp.,3
LGSS-09,7/8/2015,Polypedilum illinoense,3
LGSS-09,7/8/2015,Prodiamesa olivacea,3
LGSS-09,7/8/2015,Thienemanniella sp.,3
LGSS-09,7/8/2015,Tvetenia bavarica gr.,3
LGSS-09,7/8/2015,Apsectrotanypus johnsoni,4
LGSS-09,7/8/2015,Cryptochironomus sp.,1
LGSS-09,7/8/2015,Eukiefferiella sp.,1
LGSS-09,7/8/2015,Micropsectra sp.,10
LGSS-09,7/8/2015,Tanytarsus sp.,9
LGSS-09,7/8/2015,Undetermined Tanytarsini,8
LGSS-09,7/8/2015,Paratanytarsus sp.,8
LGSS-09,7/8/2015,Stempellinella sp.,6
LGSS-09,7/8/2015,Thienemannimyia gr. spp.,5
LGSS-09,7/8/2015,Rheocricotopus sp.,5
LGSS-09,7/8/2015,Heterotrissocladius sp.,5
LGSS-09,7/8/2015,Stictochironomus sp.,4
LGSS-09,7/8/2015,Chironomus sp.,14
LGSS-09,7/8/2015,Microtendipes pedellus gr.,1
LGSS-09,7/8/2015,Cricotopus/Orthocladius Complex,1
LGSS-09,7/8/2015,Ablabesmyia sp.,1
LGSS-09,7/8/2015,Undetermined Pisidiidae,27
LGSS-09,7/8/2015,Gammarus sp.,1
LGSS-09,7/8/2015,Hyalella azteca,2
LGSS-09,7/8/2015,Undetermined Enchytraeidae,1
LGSS-09,7/8/2015,Undet. Tubificidae w/ cap. setae,26
LGSS-09,7/8/2015,Undet. Tubificidae w/o cap. setae,3
LGSS-10,7/7/2015,Caenis sp.,2
LGSS-10,7/7/2015,Undetermined Hydrophilidae,2
LGSS-10,7/7/2015,Dubiraphia sp.,2
LGSS-10,7/7/2015,Tropisternus sp.,2
LGSS-10,7/7/2015,Undetermined Scirtidae,2
LGSS-10,7/7/2015,Chauliodes sp.,3
LGSS-10,7/7/2015,Bezzia sp.,3
LGSS-10,7/7/2015,Undetermined Tanytarsini,20
LGSS-10,7/7/2015,Parachironomus sp.,1
LGSS-10,7/7/2015,Tanytarsus sp.,5
LGSS-10,7/7/2015,Polypedilum sp.,13
LGSS-10,7/7/2015,Tribelos/Endochironomus/Phaenopsectra Co,14
LGSS-10,7/7/2015,Paratanytarsus sp.,19
LGSS-10,7/7/2015,Glyptotendipes sp.,2
LGSS-10,7/7/2015,Dicrotendipes sp.,2
LGSS-10,7/7/2015,Procladius sp.,1
LGSS-10,7/7/2015,Undetermined Chironomidae,7
LGSS-10,7/7/2015,Thienemannimyia gr. spp.,2
LGSS-10,7/7/2015,Einfeldia natchitocheae,3
LGSS-10,7/7/2015,Polypedilum halterale gr.,4
LGSS-10,7/7/2015,Endochironomus subtendens,16
LGSS-10,7/7/2015,Undetermined Corydalidae,5
LGSS-10,7/7/2015,Undetermined Gerridae,2
LGSS-10,7/7/2015,Undetermined Coenagrionidae,25
LGSS-10,7/7/2015,Enallagma sp.,11
LGSS-10,7/7/2015,Undetermined Physidae,12
LGSS-10,7/7/2015,Undetermined Lymnaeidae,2
LGSS-10,7/7/2015,Undetermined Planorbidae,10
LGSS-10,7/7/2015,Undetermined Pisidiidae,5
LGSS-10,7/7/2015,Caecidotea nr. racovitzai,2
LGSS-10,7/7/2015,Gammarus sp.,24
LGSS-10,7/7/2015,Undetermined Cambaridae,1
LGSS-10,7/7/2015,Limnodrilus sp.,1
LGSS-10,7/7/2015,Undet. Tubificidae w/o cap. setae,8
LGSS-10,7/7/2015,Ophidonais serpentina,9
LGSS-10,7/7/2015,Undetermined Hirudinea,1
LGSS-11,7/31/2015,Polypedilum aviceps,1
LGSS-11,7/31/2015,Parakiefferiella sp.,2
LGSS-11,7/31/2015,Cryptotendipes sp.,2
LGSS-11,7/31/2015,Cricotopus bicinctus,2
LGSS-11,7/31/2015,Cladopelma sp.,2
LGSS-11,7/31/2015,Zavrelimyia sp.,1
LGSS-11,7/31/2015,Undetermined Tanytarsini,1
LGSS-11,7/31/2015,Undetermined Diptera,1
LGSS-11,7/31/2015,Undetermined Chironomidae,1
LGSS-11,7/31/2015,Tribelos/Endochironomus/Phaenopsectra Co,1
LGSS-11,7/31/2015,Chironomus sp.,3
LGSS-11,7/31/2015,Rheotanytarsus sp.,1
LGSS-11,7/31/2015,Harnischia sp.,1
LGSS-11,7/31/2015,Stempellinella sp.,2
LGSS-11,7/31/2015,Paratendipes sp.,1
LGSS-11,7/31/2015,Tanytarsus sp.,12
LGSS-11,7/31/2015,Thienemannimyia gr. spp.,7
LGSS-11,7/31/2015,Larsia sp.,4
LGSS-11,7/31/2015,Parametriocnemus sp.,1
LGSS-11,7/31/2015,Microtendipes pedellus gr.,1
LGSS-11,7/31/2015,Heterotrissocladius sp.,1
LGSS-11,7/31/2015,Cryptochironomus sp.,1
LGSS-11,7/31/2015,Thienemanniella sp.,1
LGSS-11,7/31/2015,Undetermined Baetidae,1
LGSS-11,7/31/2015,Neophylax sp.,1
LGSS-11,7/31/2015,Undetermined Dytiscidae,3
LGSS-11,7/31/2015,Dubiraphia sp.,6
LGSS-11,7/31/2015,Stenelmis sp.,4
LGSS-11,7/31/2015,Undetermined Ceratopogonidae,1
LGSS-11,7/31/2015,Undetermined Tabanidae,1
LGSS-11,7/31/2015,Hemerodromia sp.,1
LGSS-11,7/31/2015,Cordulegaster sp.,1
LGSS-11,7/31/2015,Undetermined Physidae,6
LGSS-11,7/31/2015,Undetermined Lymnaeidae,2
LGSS-11,7/31/2015,Micromenetus dilatatus,1
LGSS-11,7/31/2015,Undetermined Pisidiidae,92
LGSS-11,7/31/2015,Crangonyx sp.,2
LGSS-11,7/31/2015,Hyalella azteca,1
LGSS-11,7/31/2015,Undetermined Turbellaria,1
LGSS-11,7/31/2015,Limnodrilus sp.,1
LGSS-11,7/31/2015,Undet. Tubificidae w/ cap. setae,7
LGSS-11,7/31/2015,Undet. Tubificidae w/o cap. setae,15
LGSS-11,7/31/2015,Undetermined Naididae,2
LGSS-12,8/12/2015,Acerpenna macdunnoughi,2
LGSS-12,8/12/2015,Baetis intercalaris,2
