final_id,macro_genspecies,tol_int,tol_char,tol_p_int,tol_n_int,ffg,reference,prevnames,final_tsn,final_id.y,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,org_id
lumbriculus_variegatus,lumbriculus_variegatus,5,tolerant,,,gatherer,18,"",68444,lumbriculus_variegatus,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,lumbriculata,"","",lumbriculida,"","","",lumbriculidae,"","","",lumbriculus,"",lumbriculus_variegatus,"",
lymnaea,lymnaea_sp.,6,facultative,,,gatherer,"60,83","",76484,lymnaea,animalia,bilateria,protostomia,lophozoa,mollusca,"",gastropoda,"","","",basommatophora,"","","",lymnaeidae,"","","",lymnaea,"","","",
lymnaea_stagnalis,lymnaea_stagnalis,6,facultative,,,gatherer,"60,83","",76487,lymnaea_stagnalis,animalia,bilateria,protostomia,lophozoa,mollusca,"",gastropoda,"","","",basommatophora,"","","",lymnaeidae,"","","",lymnaea,"",lymnaea_stagnalis,"",
lype_diversa,lype_diversa,2,intolerant,,,scraper,125,"",115392,lype_diversa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,psychomyiidae,psychomyiinae,"","",lype,"",lype_diversa,"",
lype,lype_sp.,2,intolerant,,,scraper,125,"",115391,lype,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,psychomyiidae,psychomyiinae,"","",lype,"","","",
maccaffertium_exiguum,maccaffertium_exiguum,5,facultative,,,scraper,9,stenonema_exiguum,698216,maccaffertium_exiguum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_exiguum,"",
maccaffertium_ithaca,maccaffertium_ithaca,3,intolerant,,,scraper,9,stenonema_ithaca,698218,maccaffertium_ithaca,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_ithaca,"",
maccaffertium_luteum,maccaffertium_luteum,4,intolerant,,,scraper,9,stenonema_luteum,698222,maccaffertium_luteum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_luteum,"",
maccaffertium_mediopunctatum,maccaffertium_mediopunctatum,3,intolerant,3,3,scraper,9,stenonema_mediopunctatum,698469,maccaffertium_mediopunctatum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_mediopunctatum,"",
maccaffertium_meririvulanum,maccaffertium_meririvulanum,2,intolerant,,,scraper,9,stenonema_meririvulanum,698228,maccaffertium_meririvulanum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_meririvulanum,"",
maccaffertium_mexicanum_integrum,maccaffertium_mexicanum_integrum,4,intolerant,,,scraper,9,"stenonema_integrum,_stenonema_ares,_stenonema__sp._5,_stenonema_mexicanum_integrum",698515,maccaffertium_mexicanum_integrum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_mexicanum,maccaffertium_mexicanum_integrum,
maccaffertium_modestum,maccaffertium_modestum,1,intolerant,2,5,scraper,9,"stenonema_annexum,_stenonema_rubromaculatum,_stenonema_sp._6,_stenonema_ares,_stenonema_modestum",698232,maccaffertium_modestum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_modestum,"",
maccaffertium_pudicum,maccaffertium_pudicum,2,intolerant,,,scraper,9,stenonema_pudicum,698238,maccaffertium_pudicum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_pudicum,"",
maccaffertium_pulchellum,maccaffertium_pulchellum,3,intolerant,,,scraper,9,"stenonema_sp._1,_stenonema_pulchellum",698241,maccaffertium_pulchellum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_pulchellum,"",
maccaffertium,maccaffertium_sp.,5,facultative,,,scraper,9,"",697957,maccaffertium,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"","","",
maccaffertium_terminatum,maccaffertium_terminatum,4,intolerant,2,3,scraper,9,"stenonema_bipunctatum,_stenonema_ares,_stenonema_sp._1,_stenonema_terminatum",698471,maccaffertium_terminatum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_terminatum,"",
maccaffertium_vicarium,maccaffertium_vicarium,2,intolerant,6,7,scraper,9,"stenonema_fuscum,_stenonema_sp._7,_stenonema_vicarium",698255,maccaffertium_vicarium,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"",heptagenioidea,heptageniidae,"","","",maccaffertium,"",maccaffertium_vicarium,"",
macromia,macromia_sp.,2,intolerant,,,predator,"83,122","",101918,macromia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",odonata,anisoptera,"","",corduliidae,macromiinae,"","",macromia,"","","",
macronychus_glabratus,macronychus_glabratus,5,facultative,,,gatherer,19,"",114213,macronychus_glabratus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,macronychini,"",macronychus,"",macronychus_glabratus,"",
macronychus,macronychus_sp.,5,facultative,,,gatherer,19,"",114212,macronychus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,macronychini,"",macronychus,"","","",
macropelopia_decedens,macropelopia_decedens,9,tolerant,,,predator,92,macropelopia_sp.,128037,macropelopia_decedens,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,tanypodinae,macropelopiini,"",macropelopia,"",macropelopia_decedens,"",
macropelopia,macropelopia_sp.,9,tolerant,,,predator,92,"",128034,macropelopia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,tanypodinae,macropelopiini,"",macropelopia,"","","",
macrostemum_carolina,macrostemum_carolina,3,intolerant,7,2,filterer,"125,98",macronema_carolina,115608,macrostemum_carolina,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,hydropsychidae,macronematinae,macronematini,"",macrostemum,"",macrostemum_carolina,"",
macrostemum,macrostemum_sp.,3,intolerant,4,2,filterer,125,macronema_sp.,115603,macrostemum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,hydropsychidae,macronematinae,macronematini,"",macrostemum,"","","",
macrostemum_zebratum,macrostemum_zebratum,3,intolerant,,,filterer,"125,98",macronema_zebratum,115606,macrostemum_zebratum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,hydropsychidae,macronematinae,macronematini,"",macrostemum,"",macrostemum_zebratum,"",
malirekus_iroquois,malirekus_iroquois,2,intolerant,,,predator,"114,86",malirekus_hastatus,103177,malirekus_iroquois,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,"","",perlodidae,perlodinae,perlodini,"",malirekus,"",malirekus_iroquois,"",
malirekus,malirekus_sp.,2,intolerant,,,predator,83,"",103174,malirekus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,"","",perlodidae,perlodinae,perlodini,"",malirekus,"","","",
manayunkia,manayunkia_sp.,6,facultative,,,gatherer,83,"",68169,manayunkia,animalia,bilateria,protostomia,lophozoa,annelida,"",polychaeta,sedentaria,canalipalpata,"",sabellida,"","","",fabriciidae,"","","",manayunkia,"","","",
manayunkia_speciosa,manayunkia_speciosa,6,facultative,,,gatherer,83,"",68172,manayunkia_speciosa,animalia,bilateria,protostomia,lophozoa,annelida,"",polychaeta,sedentaria,canalipalpata,"",sabellida,"","","",fabriciidae,"","","",manayunkia,"",manayunkia_speciosa,"",
mayatrichia_ayama,mayatrichia_ayama,6,facultative,,,scraper,"125,98","",115812,mayatrichia_ayama,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydroptiloidea,hydroptilidae,hydroptilinae,neotrichiini,"",mayatrichia,"",mayatrichia_ayama,"",
mayatrichia,mayatrichia_sp.,6,facultative,,,scraper,"125,98","",115811,mayatrichia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydroptiloidea,hydroptilidae,hydroptilinae,neotrichiini,"",mayatrichia,"","","",
meropelopia_americana,meropelopia_americana,6,facultative,,,predator,"94,36",conchapelopia_americana,128133,conchapelopia_americana,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,tanypodinae,pentaneurini,"",conchapelopia,"",conchapelopia_americana,"",
meropelopia_flavifrons,meropelopia_flavifrons,6,facultative,,,predator,"94,36",conchapelopia_flavifrons,128142,conchapelopia_flavifrons,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,tanypodinae,pentaneurini,"",conchapelopia,"",conchapelopia_flavifrons,"",
meropelopia,meropelopia_sp.,6,facultative,,,predator,"94,36","",128130,conchapelopia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,tanypodinae,pentaneurini,"",conchapelopia,"","","",
micrasema,micrasema_sp.,2,intolerant,,,shredder,"125,42","",116958,micrasema,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",limnephiloidea,brachycentridae,"","","",micrasema,"","","",
micrasema,micrasema_sp._1,2,intolerant,1,0,shredder,42,"",116958,micrasema,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",limnephiloidea,brachycentridae,"","","",micrasema,"","","",
micrasema,micrasema_sp._2,2,intolerant,,,shredder,42,"",116958,micrasema,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",limnephiloidea,brachycentridae,"","","",micrasema,"","","",
micrasema,micrasema_sp._3,2,intolerant,,,shredder,42,"",116958,micrasema,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",limnephiloidea,brachycentridae,"","","",micrasema,"","","",
microchironomus,microchironomus_sp.,8,tolerant,,,gatherer,124,"",129532,microchironomus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",microchironomus,"","","",
microcylloepus_pusillus,microcylloepus_pusillus,3,intolerant,,,scraper,19,"",114147,microcylloepus_pusillus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,"",microcylloepus,"",microcylloepus_pusillus,"",
microcylloepus,microcylloepus_sp.,3,intolerant,,,scraper,19,"",114146,microcylloepus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,"",microcylloepus,"","","",
micromenetus_dilatatus,micromenetus_dilatatus,6,facultative,,,scraper,60,menetus_dilatatus,205210,menetus_dilatatus,animalia,bilateria,protostomia,lophozoa,mollusca,"",gastropoda,"","","",basommatophora,"","","",planorbidae,"","","",menetus,menetus_(micromenetus),menetus_dilatatus,"",
micromenetus,micromenetus_sp.,6,facultative,,,scraper,60,"",573260,menetus_(micromenetus),animalia,bilateria,protostomia,lophozoa,mollusca,"",gastropoda,"","","",basommatophora,"","","",planorbidae,"","","",menetus,menetus_(micromenetus),"","",
micropsectra_aristata,micropsectra_aristata_gr.,5,facultative,,,filterer,102,"micropsectra_nr._curvicornis,_micropsectra_sp._3b,_micropsectra_sp._6",129890,micropsectra,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"",micropsectra,"",micropsectra_aristata,"",
micropsectra_deflecta,micropsectra_deflecta,4,facultative,,,filterer,87,"micropsectra_nr._deflecta,_micropsectra_sp._2",129898,micropsectra_deflecta,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"",micropsectra,"",micropsectra_deflecta,"",
micropsectra_dives,micropsectra_dives_gr.,4,intolerant,6,9,filterer,78,micropsectra_sp.,129900,micropsectra_dives,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"",micropsectra,"",micropsectra_dives,"",
micropsectra_notescens,micropsectra_notescens_gr.,7,facultative,,,filterer,101,"micropsectra_nr._brunnipes,_micropsectra_sp._5",129890,micropsectra,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"",micropsectra,"",micropsectra_notescens,"",
micropsectra,micropsectra_nr._sp._b,4,intolerant,,,filterer,36,"",129890,micropsectra,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"",micropsectra,"","","",
micropsectra_polita,micropsectra_polita,7,facultative,0,7,filterer,78,"micropsectra_polita?,_micropsectra_sp._3",129913,micropsectra_polita,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"",micropsectra,"",micropsectra_polita,"",
micropsectra,micropsectra_sp.,7,facultative,3,1,filterer,83,"",129890,micropsectra,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"",micropsectra,"","","",
tanytarsini,micropsectra/tanytarsus_complex,6,facultative,,,filterer,"36,78,87","",129872,tanytarsini,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,tanytarsini,"","","","","",
microtendipes_pedellus,microtendipes_pedellus_gr.,6,facultative,7,7,filterer,124,"microtendipes_caelum,_microtendipes_sp._2,_microtendipes_cauducus",129541,microtendipes_pedellus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",microtendipes,"",microtendipes_pedellus,"",
microtendipes_rydalensis,microtendipes_rydalensis_gr.,4,intolerant,2,1,filterer,124,microtendipes_sp._1,129547,microtendipes_rydalensis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",microtendipes,"",microtendipes_rydalensis,"",
microtendipes,microtendipes_sp.,5,facultative,,,filterer,124,"",129535,microtendipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",microtendipes,"","","",
mideopsis,mideopsis_sp.,6,facultative,,,predator,108,"",83479,mideopsis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,chelicerata,arachnida,acari,"",acariformes,trombidiformes,prostigmata,"",arrenuroidea,mideopsidae,"","","",mideopsis,"","","",
molanna,molanna_sp.,6,facultative,,,scraper,125,"",116474,molanna,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",leptoceroidea,molannidae,"","","",molanna,"","","",
molophilus,molophilus_sp.,4,intolerant,,,shredder,"","",120758,molophilus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,"",tipulidae,limoniinae,eriopterini,"",molophilus,"","","",
monoculodes_edwardsi,monoculodes_edwardsi,5,facultative,,,gatherer,17,"",94539,monoculodes_edwardsi,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,"",peracarida,amphipoda,gammaridea,"","",oedicerotidae,"","","",monoculodes,"",monoculodes_edwardsi,"",
monoculodes,monoculodes_sp.,5,facultative,,,gatherer,17,"",94519,monoculodes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,"",peracarida,amphipoda,gammaridea,"","",oedicerotidae,"","","",monoculodes,"","","",
monodiamesa,monodiamesa_sp.,7,facultative,,,gatherer,36,monodiamesa_dipectinata,128440,monodiamesa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,prodiamesinae,"","",monodiamesa,"","","",
musculium_partumeium,musculium_partumeium,6,facultative,,,filterer,"68,22","",81432,musculium_partumeium,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",corbiculoidea,pisidiidae,"","","",musculium,"",musculium_partumeium,"",
musculium,musculium_sp.,6,facultative,,,filterer,83,"",81427,musculium,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",corbiculoidea,pisidiidae,"","","",musculium,"","","",
musculium_transversum,musculium_transversum,6,facultative,,,filterer,"68,22",musculium_sp.,81428,musculium_transversum,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",corbiculoidea,pisidiidae,"","","",musculium,"",musculium_transversum,"",
mystacides_alafimbriatus,mystacides_alafimbriata,4,intolerant,,,gatherer,129,"",116603,mystacides_alafimbriatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",leptoceroidea,leptoceridae,leptocerinae,mystacidini,"",mystacides,"",mystacides_alafimbriatus,"",
mystacides_sepulchralis,mystacides_sepulchralis,4,intolerant,,,gatherer,129,"",116599,mystacides_sepulchralis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",leptoceroidea,leptoceridae,leptocerinae,mystacidini,"",mystacides,"",mystacides_sepulchralis,"",
mystacides,mystacides_sp.,4,intolerant,,,gatherer,129,"",116598,mystacides,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",leptoceroidea,leptoceridae,leptocerinae,mystacidini,"",mystacides,"","","",
nais_barbata,nais_barbata,8,tolerant,,,gatherer,"18,83","",68947,nais_barbata,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_barbata,"",
nais_behningi,nais_behningi,6,facultative,,,gatherer,"18,83","",68949,nais_behningi,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_behningi,"",
nais_bretscheri,nais_bretscheri,6,facultative,,,gatherer,"18,83","",68961,nais_bretscheri,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_bretscheri,"",
nais_communis,nais_communis,8,tolerant,,,gatherer,"18,83","",68950,nais_communis,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_communis,"",
nais_elinguis,nais_elinguis,10,tolerant,,,gatherer,"18,83","",68952,nais_elinguis,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_elinguis,"",
nais_pardalis,nais_pardalis,8,tolerant,,,gatherer,"18,83","",68954,nais_pardalis,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_pardalis,"",
nais_simplex,nais_simplex,6,facultative,,,gatherer,"18,83","",68957,nais_simplex,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_simplex,"",
nais,nais_sp.,8,tolerant,,,gatherer,"18,83",nais_spp.,68946,nais,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"","","",
nais_variabilis,nais_variabilis,10,tolerant,5,0,gatherer,"18,83","",68959,nais_variabilis,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",nais,"",nais_variabilis,"",
nanocladius_balticus,nanocladius_(nanocladius)_balticus,6,facultative,,,gatherer,100,"",128866,nanocladius_balticus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_balticus,"",
nanocladius_branchicolus,nanocladius_(plecopt.)_branchicolus,3,intolerant,,,predator,"36,33",nanocladius_(plecopteracoluthus)_sp.,128851,nanocladius_branchicolus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_branchicolus,"",
nanocladius_downesi,nanocladius_(plecopteracoluthus)_downesi,3,intolerant,,,predator,36,nanocladius_(plecopteracoluthus)_sp.,128855,nanocladius_downesi,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_downesi,"",
nanocladius,nanocladius_(plecopteracoluthus)_sp.,3,intolerant,,,predator,124,"",128844,nanocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"","","",
nanocladius,nanocladius_(plecopteracoluthus)_sp._5,7,facultative,,,gatherer,124,"",128844,nanocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"","","",
nanocladius_alternantherae,nanocladius_alternantherae?,7,facultative,,,gatherer,100,"",128848,nanocladius_alternantherae,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_alternantherae,"",
nanocladius_crassicornus,nanocladius_crassicornus,7,facultative,,,gatherer,100,psectrocladius_sp._1,128852,nanocladius_crassicornus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_crassicornus,"",
nanocladius_distinctus,nanocladius_distinctus,7,facultative,,,gatherer,100,psectrocladius_sp._1,128853,nanocladius_distinctus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_distinctus,"",
nanocladius_minimus,nanocladius_minimus,7,facultative,,,gatherer,100,psectrocladius_sp._1,128859,nanocladius_minimus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_minimus,"",
nanocladius_balticus,nanocladius_nr._balticus,7,facultative,,,gatherer,100,"acamptocladius_sp.,_phycoidella_sp.,_psectrocladius_sp._5,_cardiocladius_sp._2",128866,nanocladius_balticus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_balticus,"",
nanocladius_rectinervis,nanocladius_rectinervis,7,facultative,,,gatherer,100,psectrocladius_sp._1,128860,nanocladius_rectinervis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_rectinervis,"",
nanocladius,nanocladius_sp.,7,facultative,,,gatherer,100,psectrocladius_sp._1,128844,nanocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"","","",
nanocladius_spiniplenus,nanocladius_spiniplenus,6,facultative,,,gatherer,100,psectrocladius_sp._1,128862,nanocladius_spiniplenus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",nanocladius,"",nanocladius_spiniplenus,"",
